model_id,train_target_component,threshold_id,denominator_id,split,total_rejected_hybrid_positive_n,total_hybrid_cost_reduction_rate,fast_fail_attributed_cost_reduction,fast_fail_attributed_cost_reduction_share,fast_fail_only_rejected_n,false_repair_only_rejected_n,both_rejected_n,neither_rejected_n,fast_fail_only_hybrid_positive_rejected_n,false_repair_only_hybrid_positive_rejected_n,both_hybrid_positive_rejected_n,neither_hybrid_positive_rejected_n,fast_fail_only_cost_reduction_rate,false_repair_only_cost_reduction_rate,both_cost_reduction_rate,neither_cost_reduction_rate
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,956,0.05350714080371727,-0.003233244921593475,-0.060426419222326555,1,872,83,841,1,872,83,0,-0.0034591865143961988,0.056514444132508,0.0004518831856054478,-0.05350714080371721
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,2268,0.06316343962608884,-0.00011656223026040684,-0.0018454066300129471,7,1967,294,1461,7,1967,294,0,-0.001767963090227925,0.06162860099638173,0.0033028017199350362,-0.06316343962608884
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,210,0.02337062508611265,0.0004981982392770513,0.021317283446264854,1,172,37,158,1,172,37,0,-0.001471795954857462,0.020902432652701086,0.0039399883882690265,-0.02337062508611265
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,339,0.0610694943039157,-0.005307748631190771,-0.08691325663802729,1,311,27,305,1,311,27,0,-0.004757853422541852,0.06692713814375537,-0.0010997904172978384,-0.06106949430391562
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,732,0.06494063979711845,-0.0015886088933321808,-0.024462476783338846,4,621,107,505,4,621,107,0,-0.003618955720848544,0.06449890186293433,0.004060693655032727,-0.0649406397971185
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,61,0.020254900193093506,-0.000567906644219459,-0.028037987785943432,0,50,11,56,0,50,11,0,-0.0020850324233548795,0.019305681058177537,0.003034251558270841,-0.020254900193093506
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,1040,0.05794978923693345,-0.003419221144823275,-0.05900316791219811,2,943,95,962,2,943,95,0,-0.003841398930545005,0.06094683259603498,0.00084435557144346,-0.05794978923693339
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,2465,0.06810446808582132,1.927704871472133e-05,0.00028305116032078105,8,2127,330,1678,8,2127,330,0,-0.0020117469770528536,0.06605416701133898,0.00406204805153515,-0.06810446808582127
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,242,0.02731169890138463,0.0005900668820351881,0.021604913124070556,1,198,43,182,1,198,43,0,-0.0017570435426688784,0.02437452159464537,0.004694220849408133,-0.02731169890138463
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,363,0.06426935509904944,-0.005858551928420927,-0.09115622709130898,1,331,31,350,1,331,31,0,-0.0054731294905967405,0.07051332946529454,-0.000770844875648373,-0.06426935509904941
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,791,0.0704324816344632,-0.0019396243476190768,-0.027538776181215835,5,671,115,564,5,671,115,0,-0.003920644946393655,0.07039108538330768,0.003962041197549157,-0.07043248163446314
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,69,0.023455933379597504,-0.00038167938931297357,-0.016272189349112273,0,56,13,62,0,56,13,0,-0.0023594725884802208,0.021859819569743227,0.003955586398334494,-0.023455933379597504
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,1123,0.06265657885108342,-0.0038534179488047653,-0.061500612058044635,2,1016,105,1079,2,1016,105,0,-0.00436394773660349,0.06599946701208945,0.0010210595755974494,-0.06265657885108333
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,2671,0.07413515623963218,-0.0002517028064044184,-0.0033951881829293253,9,2306,356,1886,9,2306,356,0,-0.002272332350334503,0.07236622950210653,0.004041259087860169,-0.07413515623963218
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,275,0.03112263899823048,0.0006020586302134742,0.019344716566217446,1,225,49,212,1,225,49,0,-0.0020875661018328537,0.027830955635970683,0.005379249464092656,-0.031122638998230534
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,390,0.07027455303317373,-0.006183471700713081,-0.08799019607843137,1,354,35,380,1,354,35,0,-0.006097350924937132,0.07654414550966274,-0.00017224155155189796,-0.07027455303317365
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,852,0.07592933296651921,-0.001725546308783698,-0.02272568770681249,6,718,128,631,6,718,128,0,-0.004297481243140926,0.07508294434094573,0.005143869868714457,-0.07592933296651927
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,79,0.027861469205546996,-0.0002743136260131909,-0.009845626732368344,0,64,15,68,0,64,15,0,-0.002680390034826837,0.025729706422746523,0.004812152817627292,-0.027861469205546996
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,1194,0.06667058190182551,-0.004252924191259239,-0.06379011656928091,2,1078,114,1186,2,1078,114,0,-0.004852933979347135,0.07032349630499682,0.0012000195761757912,-0.0666705819018254
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,2864,0.07947562109959444,-6.78870856648181e-05,-0.0008541875448792752,12,2463,389,2107,12,2463,389,0,-0.0023791043347434968,0.07723229093618056,0.004622434498157357,-0.07947562109959438
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,302,0.03444089325207311,0.00038711749002944343,0.011240053711619152,1,249,52,235,1,249,52,0,-0.002357447354081863,0.031309210917932345,0.005489129688222613,-0.03444089325207311
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,241,0.0439831276392082,-0.005292151690292665,-0.12032231390418548,0,233,8,180,0,233,8,0,-0.003094891166153753,0.05147253985363978,-0.004394521048277825,-0.0439831276392082
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,446,0.03780596018968113,-0.0053305221909873066,-0.14099687362106028,1,417,28,275,1,417,28,0,-0.002168696936138796,0.046298307635516955,-0.006323650509697021,-0.037805960189681076
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,47,0.017360280766734293,-0.0027735555917012024,-0.15976444326959732,0,46,1,33,0,46,1,0,-0.0013869052687613334,0.02152048668137535,-0.002773300645879738,-0.017360280766734237
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,772,0.04332878390235717,-0.004751670800907656,-0.1096654549921295,0,746,26,616,0,746,26,0,-0.0026334626377057073,0.050198662866466764,-0.004236416326403897,-0.04332878390235717
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,1583,0.04343367136093873,-0.003632559089386065,-0.08363463127947642,1,1479,103,903,1,1479,103,0,-0.0013349512249299263,0.04936383831478092,-0.0045952157289122775,-0.043433671360938675
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,173,0.02043258334128245,-0.0024866757398373553,-0.12170148523575185,0,167,6,109,0,167,6,0,-0.001288157362636183,0.024117777458320944,-0.0023970367544023444,-0.020432583341282395
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,265,0.04714174714174718,-0.006256243756243757,-0.1327113256416293,0,256,9,218,0,256,9,0,-0.0036380286380286384,0.05601620601620602,-0.005236430236430237,-0.047141747141747126
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,510,0.043671363193638346,-0.005647173411252988,-0.1293106740500287,1,471,38,322,1,471,38,0,-0.0026109421072996325,0.05235476790884469,-0.006072462607906712,-0.04367136319363829
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,51,0.01889382168340753,-0.0026948707251344614,-0.1426323784722222,0,49,2,36,0,49,2,0,-0.0015160569807812357,0.022767506152895217,-0.0023576274887064513,-0.018893821683407475
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,870,0.049042556496529444,-0.005452804487442592,-0.11118515992999807,0,838,32,722,0,838,32,0,-0.003096230314838813,0.0568519351565758,-0.004713148345207557,-0.04904255649652933
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1807,0.049302955073599275,-0.003615545859964306,-0.07333324857641965,1,1665,141,1093,1,1665,141,0,-0.0016166043032143848,0.05491744249031355,-0.003997883113499842,-0.049302955073599275
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,194,0.022561149823126403,-0.0026312402280880484,-0.11662704466378236,0,185,9,130,0,185,9,0,-0.001495050617017813,0.026328579662284662,-0.0022723792221404707,-0.022561149823126403
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,289,0.051481743540090386,-0.007272103909056912,-0.14125597559441447,0,280,9,246,0,280,9,0,-0.004114605006015057,0.061911346352189145,-0.0063149978060837095,-0.051481743540090386
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,577,0.049366142830454596,-0.005929853756890525,-0.12011985172218728,2,527,48,380,2,527,48,0,-0.0028802884743693614,0.05834556186986628,-0.006099130565042327,-0.049366142830454596
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,55,0.020039264348126695,-0.00232696728056982,-0.1161203944488785,0,51,4,41,0,51,4,0,-0.0016840845241197118,0.023009114385146634,-0.0012857655129002166,-0.02003926434812664
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,948,0.05353694988745328,-0.005881751949298564,-0.10986341137594374,0,908,40,815,0,908,40,0,-0.003502397028028386,0.061798056758022024,-0.004758709842540357,-0.05353694988745328
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,2031,0.055538819982162646,-0.003559754101919079,-0.06409488179731514,2,1851,178,1283,2,1851,178,0,-0.0018404169009089318,0.0608179112850919,-0.0034386744020202947,-0.05553881998216259
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,213,0.02431461400136986,-0.0021555491367385646,-0.08865241030012334,0,196,17,152,0,196,17,0,-0.0017011144396844313,0.026924597835162573,-0.0009088693941082665,-0.024314614001369916
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,315,0.05683637554498483,-0.007917785856527578,-0.13930842318157344,0,304,11,272,0,304,11,0,-0.004611696250769098,0.06806025100727087,-0.0066121792115169595,-0.056836375544984774
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,639,0.05522357846154391,-0.006715247094131852,-0.12160108564511361,3,583,53,431,3,583,53,0,-0.003113620198200339,0.0655404524516073,-0.007203253791863026,-0.05522357846154391
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,63,0.02318752473316854,-0.002162180762899958,-0.0932475884244372,0,57,6,47,0,57,6,0,-0.0019499773458514225,0.02556190891311705,-0.00042440683409707136,-0.02318752473316854
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,1028,0.058454605325178155,-0.006014475508386477,-0.10289138853865226,0,975,53,907,0,975,53,0,-0.003928915879483713,0.06655464046246737,-0.004171119257805528,-0.0584546053251781
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,2254,0.06207326675581942,-0.003153472368868102,-0.05080242322791012,3,2027,224,1475,3,2027,224,0,-0.0020794410531620473,0.06630077044039356,-0.0021480626314121093,-0.06207326675581937
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,238,0.027514715373514242,-0.002052728818864487,-0.07460476297859328,0,216,22,169,0,216,22,0,-0.001916530246498089,0.02970364276474516,-0.0002723971447327958,-0.027514715373514242
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,339,0.06198784323784326,-0.007873039123039126,-0.12700940558345925,0,323,16,296,0,323,16,0,-0.005089926964926966,0.0726439945189945,-0.005566224316224319,-0.06198784323784323
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,695,0.05998317163786915,-0.007104584900400768,-0.11844296835940289,3,629,63,486,3,629,63,0,-0.003627180375365014,0.07056516106330571,-0.006954809050071509,-0.05998317163786915
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,68,0.024936421790528407,-0.0014475501441771482,-0.05804963343726287,0,59,9,52,0,59,9,0,-0.002143351329429423,0.02568817074945326,0.0013916023705045494,-0.02493642179052835
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,1100,0.062269023011918084,-0.006270957566942056,-0.10070749890747147,0,1035,65,1016,0,1035,65,0,-0.004398561529027369,0.0704123766167748,-0.0037447920758293743,-0.06226902301191806
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,2460,0.06770215073789726,-0.0031590299998852135,-0.046660703765750544,3,2196,261,1683,3,2196,261,0,-0.0024140643249768966,0.07160614641269078,-0.0014899313498166339,-0.0677021507378972
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,264,0.030190724716190276,-0.002096105528907863,-0.06942879141234366,0,237,27,197,0,237,27,0,-0.002200147196781705,0.032182788577224286,0.0002080833357476844,-0.03019072471619033
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,359,0.06429244790753244,-0.00789024586163728,-0.12272430306255093,0,337,22,337,0,337,22,0,-0.00572639324264812,0.07434654638815888,-0.004327705237978319,-0.06429244790753241
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,756,0.06626984913057177,-0.007125830800605963,-0.10752749393718866,4,678,74,538,4,678,74,0,-0.0038993153618168477,0.07662219536996687,-0.006453030877578231,-0.06626984913057177
shallow_tree_or_bagging_shallow_trees_diagnostic__false_repair_20d_component__full__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,75,0.02682080014304994,-0.001779609422563569,-0.06635183935870452,0,65,10,62,0,65,10,0,-0.0024788937470996177,0.027901125241077462,0.0013985686490720975,-0.026820800143049883
